id	gocat	goterm	goid
sll1032	M	transferase activity	GO:0016740
sll1033	M	catalytic activity	GO:0003824
sll1035	B	nucleoside metabolic process	GO:0009116
sll1035	B	uracil salvage	GO:0006223
sll1035	M	uracil phosphoribosyltransferase activity	GO:0004845
sll1036	M	hydrolase activity	GO:0016787
sll1040	B	transmembrane transport	GO:0055085
sll1040	C	membrane	GO:0016020
sll1041	M	ATP binding	GO:0005524
sll1041	M	ATPase activity	GO:0016887
sll1041	M	nucleoside-triphosphatase activity	GO:0017111
sll1041	M	nucleotide binding	GO:0000166
sll1043	B	RNA processing	GO:0006396
sll1043	B	mRNA catabolic process	GO:0006402
sll1043	C	mitochondrion	GO:0005739
sll1043	M	3'-5'-exoribonuclease activity	GO:0000175
sll1043	M	RNA binding	GO:0003723
sll1043	M	polyribonucleotide nucleotidyltransferase activity	GO:0004654
sll1045	B	DNA repair	GO:0006281
sll1045	M	8-oxo-7,8-dihydroguanine triphosphatase activity	GO:0008413
sll1045	M	hydrolase activity	GO:0016787
sll1051	M	binding	GO:0005488
sll1052	C	integral to membrane	GO:0016021
sll1053	B	protein secretion	GO:0009306
sll1053	C	membrane	GO:0016020
sll1053	M	protein transporter activity	GO:0008565
sll1054	M	hydrolase activity	GO:0016787
sll1056	B	'de novo' IMP biosynthetic process	GO:0006189
sll1056	C	cytoplasm	GO:0005737
sll1056	M	catalytic activity	GO:0003824
sll1056	M	phosphoribosylformylglycinamidine synthase activity	GO:0004642
sll1057	B	cell redox homeostasis	GO:0045454
sll1058	B	lysine biosynthetic process via diaminopimelate	GO:0009089
sll1058	B	metabolic process	GO:0008152
sll1058	B	oxidation reduction	GO:0055114
sll1058	C	cytoplasm	GO:0005737
sll1058	M	binding	GO:0005488
sll1058	M	catalytic activity	GO:0003824
sll1058	M	dihydrodipicolinate reductase activity	GO:0008839
sll1059	B	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	GO:0006139
sll1059	M	ATP binding	GO:0005524
sll1059	M	nucleobase, nucleoside, nucleotide kinase activity	GO:0019205
sll1063	B	proteolysis	GO:0006508
sll1063	M	metalloendopeptidase activity	GO:0004222
sll1064	M	hydrolase activity	GO:0016787
sll1069	B	biosynthetic process	GO:0009058
sll1069	B	fatty acid biosynthetic process	GO:0006633
sll1069	B	metabolic process	GO:0008152
sll1069	M	catalytic activity	GO:0003824
sll1069	M	transferase activity, transferring acyl groups other than amino-acyl groups	GO:0016747
sll1070	B	metabolic process	GO:0008152
sll1070	M	catalytic activity	GO:0003824
sll1070	M	transketolase activity	GO:0004802
sll1074	B	leucyl-tRNA aminoacylation	GO:0006429
sll1074	B	tRNA aminoacylation for protein translation	GO:0006418
sll1074	B	translation	GO:0006412
sll1074	C	cytoplasm	GO:0005737
sll1074	M	ATP binding	GO:0005524
sll1074	M	aminoacyl-tRNA ligase activity	GO:0004812
sll1074	M	leucine-tRNA ligase activity	GO:0004823
sll1074	M	nucleotide binding	GO:0000166
sll1077	M	hydrolase activity	GO:0016787
sll1077	M	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	GO:0016813
sll1077	M	metal ion binding	GO:0046872
sll1078	B	protein modification process	GO:0006464
sll1078	M	nickel ion binding	GO:0016151
sll1079	B	protein complex assembly	GO:0006461
sll1079	M	nickel ion binding	GO:0016151
sll1080	B	sulfur metabolic process	GO:0006790
sll1080	B	transport	GO:0006810
sll1080	C	membrane	GO:0016020
sll1081	B	transport	GO:0006810
sll1081	C	membrane	GO:0016020
sll1081	M	transporter activity	GO:0005215
sll1082	M	ATP binding	GO:0005524
sll1082	M	ATPase activity	GO:0016887
sll1082	M	nucleoside-triphosphatase activity	GO:0017111
sll1082	M	nucleotide binding	GO:0000166
sll1084	B	RNA modification	GO:0009451
sll1084	M	4 iron, 4 sulfur cluster binding	GO:0051539
sll1084	M	catalytic activity	GO:0003824
sll1084	M	iron-sulfur cluster binding	GO:0051536
sll1085	B	glycerol-3-phosphate metabolic process	GO:0006072
sll1085	B	oxidation reduction	GO:0055114
sll1085	C	glycerol-3-phosphate dehydrogenase complex	GO:0009331
sll1085	M	glycerol-3-phosphate dehydrogenase activity	GO:0004368
sll1085	M	oxidoreductase activity	GO:0016491
sll1087	B	transmembrane transport	GO:0055085
sll1087	B	transport	GO:0006810
sll1087	C	membrane	GO:0016020
sll1087	M	transporter activity	GO:0005215
sll1091	B	chlorophyll biosynthetic process	GO:0015995
sll1091	B	metabolic process	GO:0008152
sll1091	B	oxidation reduction	GO:0055114
sll1091	B	photosynthesis	GO:0015979
sll1091	M	geranylgeranyl reductase activity	GO:0045550
sll1091	M	monooxygenase activity	GO:0004497
sll1091	M	oxidoreductase activity	GO:0016491
sll1094	B	DNA integration	GO:0015074
sll1094	M	DNA binding	GO:0003677
sll1096	B	translation	GO:0006412
sll1096	C	intracellular	GO:0005622
sll1096	C	ribosome	GO:0005840
sll1096	C	small ribosomal subunit	GO:0015935
sll1096	M	structural constituent of ribosome	GO:0003735
sll1097	B	translation	GO:0006412
sll1097	C	intracellular	GO:0005622
sll1097	C	ribosome	GO:0005840
sll1097	C	small ribosomal subunit	GO:0015935
sll1097	M	RNA binding	GO:0003723
sll1097	M	structural constituent of ribosome	GO:0003735
sll1098	B	translational elongation	GO:0006414
sll1098	C	intracellular	GO:0005622
sll1098	M	GTP binding	GO:0005525
sll1098	M	GTPase activity	GO:0003924
sll1098	M	translation elongation factor activity	GO:0003746
sll1099	B	translational elongation	GO:0006414
sll1099	C	intracellular	GO:0005622
sll1099	M	GTP binding	GO:0005525
sll1099	M	GTPase activity	GO:0003924
sll1099	M	translation elongation factor activity	GO:0003746
sll1101	B	translation	GO:0006412
sll1101	C	intracellular	GO:0005622
sll1101	C	ribosome	GO:0005840
sll1101	C	small ribosomal subunit	GO:0015935
sll1101	M	RNA binding	GO:0003723
sll1101	M	structural constituent of ribosome	GO:0003735
sll1103	C	integral to membrane	GO:0016021
sll1104	B	transport	GO:0006810
sll1104	C	outer membrane-bounded periplasmic space	GO:0030288
sll1104	M	transporter activity	GO:0005215
sll1108	M	hydrolase activity	GO:0016787
sll1110	B	translational termination	GO:0006415
sll1110	C	cytoplasm	GO:0005737
sll1110	M	translation release factor activity	GO:0003747
sll1110	M	translation release factor activity, codon specific	GO:0016149
sll1112	M	3-dehydroquinate dehydratase activity	GO:0003855
sll1120	B	chromosome organization	GO:0051276
sll1120	C	chromosome	GO:0005694
sll1120	M	ATP binding	GO:0005524
sll1120	M	protein binding	GO:0005515
sll1121	B	DNA repair	GO:0006281
sll1121	M	ATP binding	GO:0005524
sll1121	M	ATP-dependent DNA helicase activity	GO:0004003
sll1121	M	DNA binding	GO:0003677
sll1121	M	hydrolase activity	GO:0016787
sll1124	B	peptidyl-histidine phosphorylation	GO:0018106
sll1124	B	phosphorylation	GO:0016310
sll1124	B	protein-chromophore linkage	GO:0018298
sll1124	B	regulation of transcription	GO:0045449
sll1124	B	regulation of transcription, DNA-dependent	GO:0006355
sll1124	B	sensory perception	GO:0007600
sll1124	B	signal transduction	GO:0007165
sll1124	B	two-component signal transduction system (phosphorelay)	GO:0000160
sll1124	C	membrane	GO:0016020
sll1124	M	ATP binding	GO:0005524
sll1124	M	G-protein coupled photoreceptor activity	GO:0008020
sll1124	M	protein histidine kinase activity	GO:0004673
sll1124	M	signal transducer activity	GO:0004871
sll1124	M	transferase activity, transferring phosphorus-containing groups	GO:0016772
sll1124	M	two-component sensor activity	GO:0000155
sll1127	B	menaquinone biosynthetic process	GO:0009234
sll1127	B	metabolic process	GO:0008152
sll1127	M	catalytic activity	GO:0003824
sll1127	M	naphthoate synthase activity	GO:0008935
sll1129	M	catalytic activity	GO:0003824
sll1130	M	DNA binding	GO:0003677
sll1131	B	polysaccharide biosynthetic process	GO:0000271
sll1131	B	transport	GO:0006810
sll1131	C	integral to membrane	GO:0016021
sll1135	B	metabolic process	GO:0008152
sll1135	M	oxidoreductase activity	GO:0016491
sll1138	B	metabolic process	GO:0008152
sll1138	M	catalytic activity	GO:0003824
sll1144	M	methyltransferase activity	GO:0008168
sll1154	B	transmembrane transport	GO:0055085
sll1156	B	transposition, DNA-mediated	GO:0006313
sll1157	B	transposition, DNA-mediated	GO:0006313
sll1157	M	DNA binding	GO:0003677
sll1157	M	transposase activity	GO:0004803
sll1159	B	cell redox homeostasis	GO:0045454
sll1159	M	antioxidant activity	GO:0016209
sll1159	M	oxidoreductase activity	GO:0016491
sll1161	B	cyclic nucleotide biosynthetic process	GO:0009190
sll1161	B	intracellular signaling cascade	GO:0007242
sll1161	M	electron carrier activity	GO:0009055
sll1161	M	iron-sulfur cluster binding	GO:0051536
sll1161	M	phosphorus-oxygen lyase activity	GO:0016849
sll1164	C	membrane	GO:0016020
sll1170	B	signal transduction	GO:0007165
sll1170	M	signal transducer activity	GO:0004871
sll1172	B	cellular amino acid metabolic process	GO:0006520
sll1172	B	metabolic process	GO:0008152
sll1172	B	threonine biosynthetic process	GO:0009088
sll1172	M	catalytic activity	GO:0003824
sll1172	M	pyridoxal phosphate binding	GO:0030170
sll1172	M	threonine synthase activity	GO:0004795
sll1178	B	biosynthetic process	GO:0009058
sll1178	M	catalytic activity	GO:0003824
sll1180	B	protein secretion by the type I secretion system	GO:0030253
sll1180	B	proteolysis	GO:0006508
sll1180	B	transmembrane transport	GO:0055085
sll1180	B	transport	GO:0006810
sll1180	C	integral to membrane	GO:0016021
sll1180	C	type I protein secretion system complex	GO:0030256
sll1180	M	ATP binding	GO:0005524
sll1180	M	ATPase activity	GO:0016887
sll1180	M	ATPase activity, coupled to transmembrane movement of substances	GO:0042626
sll1180	M	nucleoside-triphosphatase activity	GO:0017111
sll1180	M	nucleotide binding	GO:0000166
sll1180	M	peptidase activity	GO:0008233
sll1180	M	protein transporter activity	GO:0008565
sll1181	B	protein secretion	GO:0009306
sll1181	C	membrane	GO:0016020
sll1181	M	protein transporter activity	GO:0008565
sll1182	B	oxidation reduction	GO:0055114
sll1182	C	membrane	GO:0016020
sll1182	M	2 iron, 2 sulfur cluster binding	GO:0051537
sll1182	M	oxidoreductase activity	GO:0016491
sll1182	M	ubiquinol-cytochrome-c reductase activity	GO:0008121
sll1184	B	heme oxidation	GO:0006788
sll1184	B	oxidation reduction	GO:0055114
sll1184	M	heme oxygenase (decyclizing) activity	GO:0004392
sll1185	B	oxidation reduction	GO:0055114
sll1185	B	porphyrin biosynthetic process	GO:0006779
sll1185	M	coproporphyrinogen oxidase activity	GO:0004109
sll1187	B	lipoprotein biosynthetic process	GO:0042158
sll1187	B	protein lipoylation	GO:0009249
sll1187	C	membrane	GO:0016020
sll1187	M	transferase activity, transferring glycosyl groups	GO:0016757
sll1189	M	FAD binding	GO:0050660
sll1189	M	catalytic activity	GO:0003824
sll1189	M	oxidoreductase activity	GO:0016491
sll1193	M	endonuclease activity	GO:0004519
sll1193	M	nucleic acid binding	GO:0003676
sll1194	B	photosystem II stabilization	GO:0042549
sll1194	C	extrinsic to membrane	GO:0019898
sll1194	C	oxygen evolving complex	GO:0009654
sll1196	B	fructose 6-phosphate metabolic process	GO:0006002
sll1196	B	glycolysis	GO:0006096
sll1196	C	6-phosphofructokinase complex	GO:0005945
sll1196	M	6-phosphofructokinase activity	GO:0003872
sll1196	M	ATP binding	GO:0005524
sll1196	M	phosphofructokinase activity	GO:0008443
sll1198	B	tRNA processing	GO:0008033
sll1198	M	RNA binding	GO:0003723
sll1198	M	tRNA (guanine-N1-)-methyltransferase activity	GO:0009019
sll1202	B	high-affinity iron ion transport	GO:0006827
sll1202	M	iron ion transmembrane transporter activity	GO:0005381
sll1204	B	transmembrane transport	GO:0055085
sll1205	B	regulation of transcription	GO:0045449
sll1205	B	regulation of transcription, DNA-dependent	GO:0006355
sll1205	C	intracellular	GO:0005622
sll1205	M	DNA binding	GO:0003677
sll1205	M	sequence-specific DNA binding	GO:0043565
sll1205	M	transcription factor activity	GO:0003700
sll1206	B	transport	GO:0006810
sll1206	C	membrane	GO:0016020
sll1206	M	receptor activity	GO:0004872
sll1206	M	transporter activity	GO:0005215
sll1209	B	DNA repair	GO:0006281
sll1209	B	DNA replication	GO:0006260
sll1209	C	intracellular	GO:0005622
sll1209	M	DNA binding	GO:0003677
sll1209	M	DNA ligase (NAD+) activity	GO:0003911
sll1212	B	GDP-mannose metabolic process	GO:0019673
sll1212	B	cellular metabolic process	GO:0044237
sll1212	B	metabolic process	GO:0008152
sll1212	C	intracellular	GO:0005622
sll1212	M	GDP-mannose 4,6-dehydratase activity	GO:0008446
sll1212	M	binding	GO:0005488
sll1212	M	catalytic activity	GO:0003824
sll1212	M	coenzyme binding	GO:0050662
sll1213	B	cellular metabolic process	GO:0044237
sll1213	B	metabolic process	GO:0008152
sll1213	M	binding	GO:0005488
sll1213	M	catalytic activity	GO:0003824
sll1213	M	coenzyme binding	GO:0050662
sll1214	B	chlorophyll biosynthetic process	GO:0015995
sll1214	B	oxidation reduction	GO:0055114
sll1214	B	photosynthesis	GO:0015979
sll1214	M	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity	GO:0048529
sll1214	M	metal ion binding	GO:0046872
sll1214	M	oxidoreductase activity	GO:0016491
sll1214	M	transition metal ion binding	GO:0046914
sll1218	B	metabolic process	GO:0008152
sll1218	M	binding	GO:0005488
sll1218	M	catalytic activity	GO:0003824
sll1220	B	oxidation reduction	GO:0055114
sll1220	M	NAD or NADH binding	GO:0051287
sll1220	M	oxidoreductase activity	GO:0016491
sll1165	B	mismatch repair	GO:0006298
sll1165	M	ATP binding	GO:0005524
sll1165	M	mismatched DNA binding	GO:0030983
sll0927	B	one-carbon metabolic process	GO:0006730
sll0927	M	ATP binding	GO:0005524
sll0927	M	methionine adenosyltransferase activity	GO:0004478
sll0985	B	transmembrane transport	GO:0055085
sll0985	C	membrane	GO:0016020
sll1076	B	ATP biosynthetic process	GO:0006754
sll1076	B	cation transport	GO:0006812
sll1076	B	metabolic process	GO:0008152
sll1076	C	membrane	GO:0016020
sll1076	M	ATP binding	GO:0005524
sll1076	M	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	GO:0015662
sll1076	M	catalytic activity	GO:0003824
sll1076	M	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	GO:0016820
sll1143	B	DNA repair	GO:0006281
sll1143	B	DNA unwinding during replication	GO:0006268
sll1143	C	cytoplasm	GO:0005737
sll1143	M	ATP binding	GO:0005524
sll1143	M	ATP-dependent DNA helicase activity	GO:0004003
sll1143	M	DNA binding	GO:0003677
sll1143	M	hydrolase activity	GO:0016787
sll1221	B	oxidation reduction	GO:0055114
sll1221	M	4 iron, 4 sulfur cluster binding	GO:0051539
sll1221	M	FMN binding	GO:0010181
sll1221	M	NAD or NADH binding	GO:0051287
sll1221	M	NADH dehydrogenase (ubiquinone) activity	GO:0008137
sll1221	M	oxidoreductase activity	GO:0016491
sll1221	M	oxidoreductase activity, acting on NADH or NADPH	GO:0016651
sll1223	M	electron carrier activity	GO:0009055
sll1223	M	iron-sulfur cluster binding	GO:0051536
sll1224	B	oxidation reduction	GO:0055114
sll1224	M	4 iron, 4 sulfur cluster binding	GO:0051539
sll1224	M	NADH dehydrogenase (ubiquinone) activity	GO:0008137
sll1224	M	quinone binding	GO:0048038
sll1192	C	membrane	GO:0016020
sll1060	C	integral to membrane	GO:0016021
sll1228	B	peptidyl-histidine phosphorylation	GO:0018106
sll1228	B	phosphorylation	GO:0016310
sll1228	B	regulation of transcription, DNA-dependent	GO:0006355
sll1228	B	signal transduction	GO:0007165
sll1228	B	two-component signal transduction system (phosphorelay)	GO:0000160
sll1228	C	membrane	GO:0016020
sll1228	M	ATP binding	GO:0005524
sll1228	M	protein histidine kinase activity	GO:0004673
sll1228	M	signal transducer activity	GO:0004871
sll1228	M	transferase activity, transferring phosphorus-containing groups	GO:0016772
sll1228	M	two-component response regulator activity	GO:0000156
sll1228	M	two-component sensor activity	GO:0000155
sll1229	B	peptidyl-histidine phosphorylation	GO:0018106
sll1229	B	phosphorylation	GO:0016310
sll1229	B	regulation of transcription, DNA-dependent	GO:0006355
sll1229	B	signal transduction	GO:0007165
sll1229	B	two-component signal transduction system (phosphorelay)	GO:0000160
sll1229	C	membrane	GO:0016020
sll1229	M	ATP binding	GO:0005524
sll1229	M	protein histidine kinase activity	GO:0004673
sll1229	M	transferase activity, transferring phosphorus-containing groups	GO:0016772
sll1229	M	two-component response regulator activity	GO:0000156
sll1229	M	two-component sensor activity	GO:0000155
sll1231	B	biosynthetic process	GO:0009058
sll1234	B	metabolic process	GO:0008152
sll1234	B	one-carbon metabolic process	GO:0006730
sll1234	M	adenosylhomocysteinase activity	GO:0004013
sll1234	M	binding	GO:0005488
sll1234	M	catalytic activity	GO:0003824
sll1237	B	methylation	GO:0032259
sll1237	B	protein amino acid methylation	GO:0006479
sll1237	M	methyltransferase activity	GO:0008168
sll1237	M	nucleic acid binding	GO:0003676
sll1237	M	protein methyltransferase activity	GO:0008276
sll1242	B	RNA modification	GO:0009451
sll1242	M	4 iron, 4 sulfur cluster binding	GO:0051539
sll1242	M	catalytic activity	GO:0003824
sll1242	M	cobalamin binding	GO:0031419
sll1242	M	iron-sulfur cluster binding	GO:0051536
sll1242	M	metal ion binding	GO:0046872
sll1244	B	translation	GO:0006412
sll1244	C	intracellular	GO:0005622
sll1244	C	ribosome	GO:0005840
sll1244	M	structural constituent of ribosome	GO:0003735
sll1249	B	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	GO:0006139
sll1249	B	pantothenate biosynthetic process	GO:0015940
sll1249	M	ATP binding	GO:0005524
sll1249	M	cytidylate kinase activity	GO:0004127
sll1249	M	pantoate-beta-alanine ligase activity	GO:0004592
sll1251	M	binding	GO:0005488
sll1252	M	RNA binding	GO:0003723
sll1253	B	RNA processing	GO:0006396
sll1253	B	metabolic process	GO:0008152
sll1253	M	RNA binding	GO:0003723
sll1253	M	catalytic activity	GO:0003824
sll1253	M	nucleotidyltransferase activity	GO:0016779
sll1255	B	transposition, DNA-mediated	GO:0006313
sll1255	M	DNA binding	GO:0003677
sll1255	M	nucleic acid binding	GO:0003676
sll1255	M	transposase activity	GO:0004803
sll1258	B	dUTP biosynthetic process	GO:0006229
