idone	gname	id	cog	ref.prot
16332013	chlM	slr0525	COG2227H	NP_442741.1
16332014	panB	slr0526	COG0413H	NP_442742.1
16332015	exsB	slr0527	COG0603R	NP_442743.1
16332016	murE	slr0528	COG0769M	NP_442744.1
16332017	-	sll0514	COG1236J	NP_442745.1
16332018	-	slr0529	COG1653G	NP_442746.1
16332019	-	slr0530	COG1175G	NP_442747.1
16332020	-	slr0531	COG0395G	NP_442748.1
16332021	-	sll0513	COG1562I	NP_442749.1
16332022	-	slr0533	COG0642T	NP_442750.1
16332023	slt	slr0534	COG0741M	NP_442751.1
16332024	-	slr0535	COG1404O	NP_442752.1
16332025	hemE	slr0536	COG0407H	NP_442753.1
16332026	-	sll0509	COG4360F	NP_442754.1
16332027	-	sll0508	-	NP_442755.1
16332028	-	slr0537	COG0524G	NP_442756.1
16332029	-	sll0507	COG0598P	NP_442757.1
16332030	-	sll0506	COG0020I	NP_442758.1
16332031	-	sll0505	COG1624S	NP_442759.1
16332032	lysA	sll0504	COG0019E	NP_442760.1
16332033	-	sll0503	COG1100R	NP_442761.1
16332034	argS	sll0502	COG0018J	NP_442762.1
16332035	-	sll0501	COG0463M	NP_442763.1
16332036	-	slr0541	COG0518F	NP_442764.1
16332037	clpP	slr0542	COG0740OU	NP_442765.1
16332038	trpB	slr0543	COG0133E	NP_442766.1
16332039	-	sll0499	COG4995S	NP_442767.1
16332040	-	slr0544	COG1136V	NP_442768.1
16332041	-	sll0498	COG2314S	NP_442769.1
16332042	-	sll0497	-	NP_442770.1
16332043	-	slr0545	COG0667C	NP_442771.1
16332044	-	sll0496	COG0795R	NP_442772.1
16332046	-	sll0494	-	NP_442774.1
16332047	-	sll0493	COG0569P	NP_442775.1
16332048	argF	sll0902	COG0078E	NP_442776.1
16332049	purE	sll0901	COG0041F	NP_442777.1
16332050	ssb	slr0925	COG0629L	NP_442778.1
16332051	ubiA	slr0926	COG0382H	NP_442779.1
16332052	psbD2	slr0927	-	NP_442780.1
16332053	-	slr0929	COG1192D	NP_442781.1
16332054	-	slr0930	COG2607R	NP_442782.1
16332055	-	ssr1558	COG2119S	NP_442783.1
16332056	hisG	sll0900	COG0040E	NP_442784.1
16332057	glmU	sll0899	COG1207M	NP_442785.1
16332058	-	ssr1562	-	NP_442786.1
16332059	-	sll0898	COG1162R	NP_442787.1
16332060	-	ssl1707	COG0425O	NP_442788.1
16332061	dnaJ	sll0897	COG0484O	NP_442789.1
16332062	-	sll0896	COG0817L	NP_442790.1
16332063	cysQ	sll0895	COG1218P	NP_442791.1
16332064	trpC	slr0546	COG0134E	NP_442792.1
16332065	amt3	sll0537	COG0004P	NP_442793.1
16332066	-	sll0536	COG0569P	NP_442794.1
16332067	clpX	sll0535	COG1219O	NP_442795.1
16332068	clpP	sll0534	COG0740OU	NP_442796.1
16332069	tig	sll0533	COG0544O	NP_442797.1
16332071	dapA	slr0550	COG0329EM	NP_442799.1
16332072	-	slr0551	COG0595R	NP_442800.1
16332073	-	slr0552	-	NP_442801.1
16332074	-	slr0553	COG0237H	NP_442802.1
16332075	-	slr0554	COG1061KL	NP_442803.1
16332076	-	sll0529	COG3957G	NP_442804.1
16332077	-	sll0528	COG1994R	NP_442805.1
16332078	-	slr0556	COG0325R	NP_442806.1
16332079	-	sll0525	COG3744S	NP_442807.1
16332080	-	ssl1004	COG4118D	NP_442808.1
16332081	-	sll0524	COG4398S	NP_442809.1
16332082	valS	slr0557	COG0525J	NP_442810.1
16332083	ndhE	sll0522	COG0713C	NP_442811.1
16332084	ndhG	sll0521	COG0839C	NP_442812.1
16332085	ndhI	sll0520	COG1143C	NP_442813.1
16332086	ndhA	sll0519	COG1005C	NP_442814.1
16332087	pyrD	slr1418	COG0167F	NP_442815.1
16332088	-	slr1419	COG2166R	NP_442816.1
16332089	-	slr1420	COG1070G	NP_442817.1
16332090	-	slr1421	-	NP_442818.1
16332091	-	sll1344	-	NP_442819.1
16332092	ape2	sll1343	COG0308E	NP_442820.1
16332093	gap2	sll1342	COG0057G	NP_442821.1
16332094	murC	slr1423	COG0773M	NP_442822.1
16332095	murB	slr1424	COG0812M	NP_442823.1
16332096	-	slr1425	-	NP_442824.1
16332097	bfr	sll1341	COG2193P	NP_442825.1
16332098	-	sll1340	-	NP_442826.1
16332099	recR	slr1426	COG0353L	NP_442827.1
16332100	-	sll1338	-	NP_442828.1
16332101	-	sll1336	COG1915S	NP_442829.1
16332102	-	slr1428	COG3596R	NP_442830.1
16332103	-	sll1334	COG2203T	NP_442831.1
16332104	-	slr1429	COG4279S	NP_442832.1
16332105	-	sll1333	-	NP_442833.1
16332106	-	slr1431	-	NP_442834.1
16332107	-	sll1330	COG0745TK	NP_442835.1
16332108	-	sll1329	COG0483G	NP_442836.1
16332109	-	slr1451	-	NP_442837.1
16332110	-	sll1367	COG0664T	NP_442838.1
16332111	sbpA	slr1452	COG1613P	NP_442839.1
16332112	-	ssr2439	COG1135P	NP_442840.1
16332113	cysT	slr1453	COG0555O	NP_442841.1
16332114	cysW	slr1454	COG4208P	NP_442842.1
16332115	cysA	slr1455	COG1118P	NP_442843.1
16332116	-	slr1456	COG2165NU	NP_442844.1
16332117	chrA	slr1457	COG2059P	NP_442845.1
16332118	apcF	slr1459	-	NP_442846.1
16332119	-	sll1366	COG0553KL	NP_442847.1
16332120	-	slr1461	COG0705R	NP_442848.1
16332121	-	sll1365	COG2208TK	NP_442849.1
16332122	-	slr1462	COG1100R	NP_442850.1
16332123	fus	slr1463	COG0480J	NP_442851.1
16332124	-	slr1464	COG0731C	NP_442852.1
16332125	-	ssl2667	COG0694O	NP_442853.1
16332126	ilvC	sll1363	COG0059EH	NP_442854.1
16332127	-	slr0651	COG0294H	NP_442855.1
16332128	hisA	slr0652	COG0106E	NP_442856.1
16332129	nadB	sll0631	COG0029H	NP_442857.1
16332130	-	sll0630	-	NP_442858.1
16332131	psaK	sll0629	-	NP_442859.1
16332132	rpoDI	slr0653	COG0568K	NP_442860.1
16332133	-	slr0654	-	NP_442861.1
16332134	-	slr0655	COG2343S	NP_442862.1
16332135	-	slr0656	COG3146S	NP_442863.1
16332136	lysC	slr0657	COG0527E	NP_442864.1
16332137	-	slr0658	COG4916S	NP_442865.1
16332138	prlC	slr0659	COG0339E	NP_442866.1
16332139	proC	slr0661	COG0345E	NP_442867.1
16332140	lim17	sll0626	-	NP_442868.1
16332141	-	sll0625	-	NP_442869.1
16332142	-	sll0624	-	NP_442870.1
16332143	speA	slr0662	COG1166E	NP_442871.1
16332144	-	sll0623	-	NP_442872.1
16332145	nadA	sll0622	COG0379H	NP_442873.1
16332146	dsbD	sll0621	COG0785O	NP_442874.1
16332147	-	ssr1114	-	NP_442875.1
16332148	-	slr0664	COG2026JD	NP_442876.1
16332149	-	slr0665	COG1049C	NP_442877.1
16332150	-	slr0666	-	NP_442878.1
16332151	-	slr0667	-	NP_442879.1
16332152	-	slr0668	-	NP_442880.1
16332153	gltB	sll1499	COG0069E	NP_442881.1
16332154	ddh	slr1556	COG1052CHR	NP_442882.1
16332156	-	slr1557	-	NP_442884.1
16332157	-	sll1496	COG1208MJ	NP_442885.1
16332158	-	sll1495	COG0579R	NP_442886.1
16332159	aroE	slr1559	COG0169E	NP_442887.1
16332160	hisZ	slr1560	COG3705E	NP_442888.1
16332161	grxC	slr1562	COG0695O	NP_442889.1
16332162	-	slr1563	COG3001G	NP_442890.1
16332163	rpoF	slr1564	COG1191K	NP_442891.1
16332164	-	slr1565	COG0316S	NP_442892.1
16332165	-	slr1566	COG0463M	NP_442893.1
16332166	-	sll1491	COG2319R	NP_442894.1
16332167	-	slr1567	COG0419L	NP_442895.1
16332168	-	slr1568	-	NP_442896.1
16332169	-	sll1489	COG1691R	NP_442897.1
16332170	-	sll1488	COG0739M	NP_442898.1
16332171	-	slr1570	COG2013S	NP_442899.1
16332172	-	slr1571	COG2013S	NP_442900.1
16332173	-	slr1572	COG2013S	NP_442901.1
16332174	-	slr1573	COG1496S	NP_442902.1
16332175	-	ssl2874	COG2052S	NP_442903.1
16332176	-	slr1575	COG3264M	NP_442904.1
16332177	-	slr1576	-	NP_442905.1
16332178	-	slr1577	COG1386K	NP_442906.1
16332179	-	slr1579	-	NP_442907.1
16332180	-	sll1486	COG4244S	NP_442908.1
16332181	-	sll1485	COG4244S	NP_442909.1
16332182	ndh	sll1484	COG1252C	NP_442910.1
16332183	-	sll1483	COG2335M	NP_442911.1
16332184	-	sll1482	COG0577V	NP_442912.1
16332185	-	sll1481	COG1566V	NP_442913.1
16332186	devB	sll1479	COG0363G	NP_442914.1
16332187	-	sll1477	COG4449R	NP_442915.1
16332188	-	sll1476	-	NP_442916.1
16332189	-	slr1583	-	NP_442917.1
16332190	-	sll1475	COG0642T	NP_442918.1
16332191	-	sll1474	COG3385L	NP_442919.1
16332192	-	sll1473	COG2203T	NP_442920.1
16332193	-	sll1472	-	NP_442921.1
16332194	cpcG	sll1471	-	NP_442922.1
16332195	-	slr1584	COG0745TK	NP_442923.1
16332196	-	slr1585	COG3415L	NP_442924.1
16332197	-	slr1586	COG3335L	NP_442925.1
16332198	leuC	sll1470	COG0065E	NP_442926.1
16332199	-	slr1588	COG2200T	NP_442927.1
16332200	stpA	slr0746	-	NP_442928.1
16332201	ggtA	slr0747	COG3839G	NP_442929.1
16332202	-	sll0736	COG1649S	NP_442930.1
16332203	-	sll0735	COG1543S	NP_442931.1
16332204	-	slr0748	-	NP_442932.1
16332205	chlL	slr0749	COG1348P	NP_442933.1
16332206	chlN	slr0750	COG2710C	NP_442934.1
16332207	-	sll0733	-	NP_442935.1
16332208	-	slr0751	COG5010U	NP_442936.1
16332209	eno	slr0752	COG0148G	NP_442937.1
16332210	-	sll0732	-	NP_442938.1
16332211	p	slr0753	COG1055P	NP_442939.1
16332212	-	ssl1378	-	NP_442940.1
16332213	-	sll0729	COG0338L	NP_442941.1
16332214	accA	sll0728	COG0825I	NP_442942.1
16332215	-	ssr1256	-	NP_442943.1
16332216	-	slr0755	COG1432S	NP_442944.1
16332217	-	ssr1258	COG1598S	NP_442945.1
16332218	-	sll0727	COG5305S	NP_442946.1
16332219	pgm	sll0726	COG0033G	NP_442947.1
16332220	-	slr0756	-	NP_442948.1
16332221	-	slr0757	-	NP_442949.1
16332222	-	slr0758	COG0467T	NP_442950.1
16332223	-	sll0723	-	NP_442951.1
16332224	-	sll0722	-	NP_442952.1
16332225	-	sll0721	COG2931Q	NP_442953.1
16332226	-	sll0720	COG2994O	NP_442954.1
16332227	-	sll1552	COG3393R	NP_442955.1
16332228	hlyB	slr1651	COG2274V	NP_442956.1
16332229	-	slr1652	COG0170I	NP_442957.1
16332230	ama	slr1653	COG1473R	NP_442958.1
16332231	-	sll1550	-	NP_442959.1
16332232	-	sll1549	COG0406G	NP_442960.1
16332233	psaL	slr1655	-	NP_442961.1
16332234	psaI	smr0004	-	NP_442962.1
16332235	murG	slr1656	COG0707M	NP_442963.1
16332236	-	slr1657	COG3706T	NP_442964.1
16332237	-	slr1658	COG5381S	NP_442965.1
16332238	-	slr1659	COG5439S	NP_442966.1
16332239	-	slr1660	-	NP_442967.1
16332240	-	sll1547	COG0816L	NP_442968.1
16332241	ppx	sll1546	COG0248FP	NP_442969.1
16332242	-	slr1661	COG2831U	NP_442970.1
16332243	gst1	sll1545	COG0625O	NP_442971.1
16332244	-	slr1664	COG0569P	NP_442972.1
16332245	dapF	slr1665	COG0253E	NP_442973.1
16332246	degT	slr1666	COG0399M	NP_442974.1
16332247	-	ssr2781	-	NP_442975.1
16332248	-	sll1544	COG2197TK	NP_442976.1
16332249	-	sll1543	-	NP_442977.1
16332250	-	slr1667	-	NP_442978.1
16332251	-	slr1668	COG3121NU	NP_442979.1
16332252	-	ssr2786	-	NP_442980.1
16332253	-	sll1542	COG5464S	NP_442981.1
16332254	-	sll0451	COG2153R	NP_442982.1
16332255	norB	sll0450	COG3256P	NP_442983.1
16332256	-	slr0449	COG0664T	NP_442984.1
16332257	-	sll0449	-	NP_442985.1
16332258	-	sll0448	-	NP_442986.1
16332259	-	sll0447	-	NP_442987.1
16332260	-	sll0446	-	NP_442988.1
16332261	-	sll0445	-	NP_442989.1
16332262	-	sll0444	-	NP_442990.1
16332263	-	sll0443	-	NP_442991.1
16332264	ski2	slr0451	COG4581L	NP_442992.1
16332265	-	sll0442	-	NP_442993.1
16332266	-	sll0441	COG0322L	NP_442994.1
16332267	ilvD	slr0452	COG0129EG	NP_442995.1
16332268	-	slr0453	COG3957G	NP_442996.1
16332269	-	ssl0832	-	NP_442997.1
16332270	-	sll0436	-	NP_442998.1
16332271	-	slr0454	COG0841V	NP_442999.1
16332272	-	slr0455	COG3937S	NP_443000.1
16332273	-	slr0456	-	NP_443001.1
16332274	truB	slr0457	COG0130J	NP_443002.1
16332275	-	slr0458	COG0546R	NP_443003.1
16332277	-	slr0460	COG5659L	NP_443005.1
16332278	-	sll0431	COG3335L	NP_443006.1
16332279	-	ssr0817	COG5659L	NP_443007.1
16332280	-	slr0462	COG5659L	NP_443008.1
16332281	htpG	sll0430	COG0326O	NP_443009.1
16332282	glgC	slr1176	COG0448G	NP_443010.1
16332283	-	slr1177	COG3689S	NP_443011.1
16332284	-	slr1178	COG3103T	NP_443012.1
16332285	anmK	slr1179	COG2377O	NP_443013.1
16332286	prfA	sll1110	COG0216J	NP_443014.1
16332287	-	sll1109	-	NP_443015.1
16332288	surE	sll1108	COG0496R	NP_443016.1
16332289	psbA1	slr1181	-	NP_443017.1
16332290	-	slr1182	COG2020O	NP_443018.1
16332291	-	slr1183	COG2227H	NP_443019.1
16332292	-	slr1184	COG0607P	NP_443020.1
16332293	petC	slr1185	COG0723C	NP_443021.1
16332294	-	slr1186	COG3556S	NP_443022.1
16332295	-	slr1187	-	NP_443023.1
16332296	im30	slr1188	COG1842KT	NP_443024.1
16332297	-	slr1189	COG2040E	NP_443025.1
16332298	-	sll1107	COG1277R	NP_443026.1
16332299	-	sll1106	COG4803S	NP_443027.1
16332300	-	slr1192	COG1064R	NP_443028.1
16332301	argG	slr0585	COG0137E	NP_443029.1
16332302	-	slr0586	COG0546R	NP_443030.1
16332303	-	slr0587	-	NP_443031.1
16332304	purK	sll0578	COG0026F	NP_443032.1
16332305	-	sll0577	COG1357S	NP_443033.1
16332306	-	slr0588	-	NP_443034.1
16332307	-	slr0589	-	NP_443035.1
16332308	-	slr0590	-	NP_443036.1
16332309	-	sll0576	COG0451MG	NP_443037.1
16332310	rfbB	sll0575	COG1134GM	NP_443038.1
16332311	rfbA	sll0574	COG1682GM	NP_443039.1
16332312	-	slr0591	COG0208F	NP_443040.1
16332313	arcC	sll0573	COG0549E	NP_443041.1
16332314	-	sll0572	COG2403R	NP_443042.1
16332315	-	slr0592	COG1649S	NP_443043.1
16332316	-	slr0593	COG0664T	NP_443044.1
16332317	recA	sll0569	COG0468L	NP_443045.1
16332318	-	slr0594	COG0577V	NP_443046.1
16332319	fur	sll0567	COG0735P	NP_443047.1
16332320	-	slr0596	COG1402R	NP_443048.1
16332321	purH	slr0597	COG0138F	NP_443049.1
16332322	-	sll0565	-	NP_443050.1
16332323	-	sll0564	COG2226H	NP_443051.1
16332324	-	slr0598	-	NP_443052.1
16332325	-	slr0599	COG0515RTKL	NP_443053.1
16332326	-	slr0600	COG0492O	NP_443054.1
16332327	-	slr0601	-	NP_443055.1
16332328	-	slr0602	-	NP_443056.1
16332329	-	sll0563	-	NP_443057.1
16332330	dnaE	slr0603	COG0587L	NP_443058.1
16332331	lepA	slr0604	COG0481M	NP_443059.1
16332332	-	slr0605	COG0435O	NP_443060.1
16332333	-	slr0606	COG0859M	NP_443061.1
16332334	-	slr0607	COG0664T	NP_443062.1
16332335	hisI	slr0608	COG0139E	NP_443063.1
16332336	-	slr0609	COG0523R	NP_443064.1
16332337	-	slr0610	COG3694R	NP_443065.1
161344770	pdxJ	slr1779	COG0854H	NP_440111.2
304569547	-	slr0947	COG0745TK	NP_441728.2
304569548	-	ssr1600	COG1366T	NP_441740.2
304569549	pgk	slr0394	COG0126G	NP_441843.2
304569550	glnB	ssl0707	COG0347E	NP_441855.2
304569551	-	sll0755	COG0450O	NP_442066.2
304569539	gpmB	slr1124	COG0406G	NP_439971.2
304569540	-	slr1101	COG0589T	NP_440080.2
304569541	cpcG	slr2051	-	NP_440438.2
304569542	-	slr1146	-	NP_001035871.2
304569543	purA	sll1823	COG0104F	NP_440638.2
109150011	-	slr0743a	COG2740K	NP_001035870.1
109150012	-	sll0063a	-	NP_001035873.1
109150014	petL	sll1994a	-	NP_001035872.1
304569560	-	slr1006	-	YP_003858592.1
161344758	rplI	sll1244	COG0359J	NP_441493.2
161344759	lnt	slr0819	COG0815M	NP_441451.2
161344760	atpC	slr1330	COG0355C	NP_441408.2
228861756	dnaK	sll1932	COG0443O	NP_440443.2
304569552	asd	slr0549	COG0136E	NP_442798.2
304569553	-	slr0459	-	NP_443004.2
304569554	-	slr1000	-	YP_003858597.1
304569555	-	slr1001	-	YP_003858595.1
304569556	-	slr1002	-	YP_003858598.1
304569557	-	slr1003	-	YP_003858596.1
304569558	-	slr1004	-	YP_003858593.1
304569559	-	slr1005	-	YP_003858594.1
304569545	ribA	sll1894	COG0807H	NP_441510.2
304569546	-	sll1091	COG0644C	NP_441659.2
161344763	hemA	slr1808	COG0373H	NP_441058.2
161344764	trpS	slr1884	COG0180J	NP_441020.2
161344765	ribF	slr1882	COG0196H	NP_441016.2
161344762	proS	sll1425	COG0442J	NP_441328.2
161344767	mraW	sll1144	COG0275M	NP_440820.2
161344768	trmB	sll1300	COG0220R	NP_440507.2
161344769	metX	sll0927	COG0192H	NP_440207.2
16330609	plsX	slr1510	COG0416I	NP_441337.1
161344757	ppa	slr1622	COG0221C	NP_441751.2
110645911	-	sll1749a	-	YP_680420.1
161344750	asnC	sll0495	COG0017J	NP_442773.2
161344756	pyrH	sll0144	COG0528F	NP_441880.2
161344752	bioF	slr0917	COG0156H	NP_442395.2
161344753	carB	sll0370	COG0458EF	NP_442333.2
161344754	hemL	sll0017	COG0001H	NP_442115.2
161344751	map	sll0555	COG0024J	NP_442408.2
161344755	recO	slr0181	COG1381L	NP_442000.2
161344749	carA	sll1498	COG0505EF	NP_442883.2
304569544	infA	ssl3441	COG0361J	NP_440649.2
161344766	cbiT	slr1368	COG2242H	NP_440907.2
